formula,T(K),composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
LiMgSb,800,Li1 Mg1 Sb1,3.0,51.0,48.0,22.0,19.333333333333332,3.0,1.0,85.0,84.0,51.333333333333336,33.55555555555555,1.0,6.941,121.76,114.819,51.002,47.172000000000004,6.941,453.69,923.0,469.31,760.1566666666668,204.31111111111105,453.69,1.0,15.0,14.0,6.0,6.0,1.0,2.0,5.0,3.0,3.3333333333333335,1.1111111111111112,2.0,128.0,141.0,13.0,136.0,5.333333333333333,128.0,0.98,2.05,1.0699999999999998,1.4466666666666665,0.4022222222222221,0.98,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,6.0,6.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3333333333333333,1.111111111111111,0.0,16.5933333333,31.56,14.9666666667,23.681111111099998,5.252592592599999,16.5933333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,196.33333333333334,21.777777777777782,166.0
LiMgSb,900,Li1 Mg1 Sb1,3.0,51.0,48.0,22.0,19.333333333333332,3.0,1.0,85.0,84.0,51.333333333333336,33.55555555555555,1.0,6.941,121.76,114.819,51.002,47.172000000000004,6.941,453.69,923.0,469.31,760.1566666666668,204.31111111111105,453.69,1.0,15.0,14.0,6.0,6.0,1.0,2.0,5.0,3.0,3.3333333333333335,1.1111111111111112,2.0,128.0,141.0,13.0,136.0,5.333333333333333,128.0,0.98,2.05,1.0699999999999998,1.4466666666666665,0.4022222222222221,0.98,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,6.0,6.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3333333333333333,1.111111111111111,0.0,16.5933333333,31.56,14.9666666667,23.681111111099998,5.252592592599999,16.5933333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,196.33333333333334,21.777777777777782,166.0
LiMgSb,1000,Li1 Mg1 Sb1,3.0,51.0,48.0,22.0,19.333333333333332,3.0,1.0,85.0,84.0,51.333333333333336,33.55555555555555,1.0,6.941,121.76,114.819,51.002,47.172000000000004,6.941,453.69,923.0,469.31,760.1566666666668,204.31111111111105,453.69,1.0,15.0,14.0,6.0,6.0,1.0,2.0,5.0,3.0,3.3333333333333335,1.1111111111111112,2.0,128.0,141.0,13.0,136.0,5.333333333333333,128.0,0.98,2.05,1.0699999999999998,1.4466666666666665,0.4022222222222221,0.98,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,6.0,6.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3333333333333333,1.111111111111111,0.0,16.5933333333,31.56,14.9666666667,23.681111111099998,5.252592592599999,16.5933333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,196.33333333333334,21.777777777777782,166.0
NaMgAs,300,Na1 Mg1 As1,11.0,33.0,22.0,18.666666666666668,9.555555555555555,11.0,2.0,84.0,82.0,51.333333333333336,32.888888888888886,2.0,22.98976928,74.9216,51.931830719999994,40.738789759999996,22.788540159999997,22.98976928,370.87,1090.0,719.13,794.6233333333333,282.5022222222222,370.87,1.0,15.0,14.0,6.0,6.0,1.0,3.0,4.0,1.0,3.3333333333333335,0.4444444444444445,3.0,119.0,166.0,47.0,142.0,16.0,119.0,0.93,2.18,1.25,1.4733333333333334,0.4711111111111112,0.93,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,6.0,6.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3333333333333333,1.111111111111111,0.0,22.175,29.2433333333,7.0683333333,24.769444444433333,2.9825925925777774,22.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,196.33333333333334,21.777777777777782,166.0
NaMgAs,400,Na1 Mg1 As1,11.0,33.0,22.0,18.666666666666668,9.555555555555555,11.0,2.0,84.0,82.0,51.333333333333336,32.888888888888886,2.0,22.98976928,74.9216,51.931830719999994,40.738789759999996,22.788540159999997,22.98976928,370.87,1090.0,719.13,794.6233333333333,282.5022222222222,370.87,1.0,15.0,14.0,6.0,6.0,1.0,3.0,4.0,1.0,3.3333333333333335,0.4444444444444445,3.0,119.0,166.0,47.0,142.0,16.0,119.0,0.93,2.18,1.25,1.4733333333333334,0.4711111111111112,0.93,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,6.0,6.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3333333333333333,1.111111111111111,0.0,22.175,29.2433333333,7.0683333333,24.769444444433333,2.9825925925777774,22.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,196.33333333333334,21.777777777777782,166.0
NaMgAs,500,Na1 Mg1 As1,11.0,33.0,22.0,18.666666666666668,9.555555555555555,11.0,2.0,84.0,82.0,51.333333333333336,32.888888888888886,2.0,22.98976928,74.9216,51.931830719999994,40.738789759999996,22.788540159999997,22.98976928,370.87,1090.0,719.13,794.6233333333333,282.5022222222222,370.87,1.0,15.0,14.0,6.0,6.0,1.0,3.0,4.0,1.0,3.3333333333333335,0.4444444444444445,3.0,119.0,166.0,47.0,142.0,16.0,119.0,0.93,2.18,1.25,1.4733333333333334,0.4711111111111112,0.93,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,6.0,6.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3333333333333333,1.111111111111111,0.0,22.175,29.2433333333,7.0683333333,24.769444444433333,2.9825925925777774,22.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,196.33333333333334,21.777777777777782,166.0
NaMgAs,600,Na1 Mg1 As1,11.0,33.0,22.0,18.666666666666668,9.555555555555555,11.0,2.0,84.0,82.0,51.333333333333336,32.888888888888886,2.0,22.98976928,74.9216,51.931830719999994,40.738789759999996,22.788540159999997,22.98976928,370.87,1090.0,719.13,794.6233333333333,282.5022222222222,370.87,1.0,15.0,14.0,6.0,6.0,1.0,3.0,4.0,1.0,3.3333333333333335,0.4444444444444445,3.0,119.0,166.0,47.0,142.0,16.0,119.0,0.93,2.18,1.25,1.4733333333333334,0.4711111111111112,0.93,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,6.0,6.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3333333333333333,1.111111111111111,0.0,22.175,29.2433333333,7.0683333333,24.769444444433333,2.9825925925777774,22.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,196.33333333333334,21.777777777777782,166.0
NaMgAs,700,Na1 Mg1 As1,11.0,33.0,22.0,18.666666666666668,9.555555555555555,11.0,2.0,84.0,82.0,51.333333333333336,32.888888888888886,2.0,22.98976928,74.9216,51.931830719999994,40.738789759999996,22.788540159999997,22.98976928,370.87,1090.0,719.13,794.6233333333333,282.5022222222222,370.87,1.0,15.0,14.0,6.0,6.0,1.0,3.0,4.0,1.0,3.3333333333333335,0.4444444444444445,3.0,119.0,166.0,47.0,142.0,16.0,119.0,0.93,2.18,1.25,1.4733333333333334,0.4711111111111112,0.93,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,6.0,6.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3333333333333333,1.111111111111111,0.0,22.175,29.2433333333,7.0683333333,24.769444444433333,2.9825925925777774,22.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,196.33333333333334,21.777777777777782,166.0
NaMgAs,800,Na1 Mg1 As1,11.0,33.0,22.0,18.666666666666668,9.555555555555555,11.0,2.0,84.0,82.0,51.333333333333336,32.888888888888886,2.0,22.98976928,74.9216,51.931830719999994,40.738789759999996,22.788540159999997,22.98976928,370.87,1090.0,719.13,794.6233333333333,282.5022222222222,370.87,1.0,15.0,14.0,6.0,6.0,1.0,3.0,4.0,1.0,3.3333333333333335,0.4444444444444445,3.0,119.0,166.0,47.0,142.0,16.0,119.0,0.93,2.18,1.25,1.4733333333333334,0.4711111111111112,0.93,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,6.0,6.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3333333333333333,1.111111111111111,0.0,22.175,29.2433333333,7.0683333333,24.769444444433333,2.9825925925777774,22.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,196.33333333333334,21.777777777777782,166.0
NaMgAs,900,Na1 Mg1 As1,11.0,33.0,22.0,18.666666666666668,9.555555555555555,11.0,2.0,84.0,82.0,51.333333333333336,32.888888888888886,2.0,22.98976928,74.9216,51.931830719999994,40.738789759999996,22.788540159999997,22.98976928,370.87,1090.0,719.13,794.6233333333333,282.5022222222222,370.87,1.0,15.0,14.0,6.0,6.0,1.0,3.0,4.0,1.0,3.3333333333333335,0.4444444444444445,3.0,119.0,166.0,47.0,142.0,16.0,119.0,0.93,2.18,1.25,1.4733333333333334,0.4711111111111112,0.93,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,6.0,6.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3333333333333333,1.111111111111111,0.0,22.175,29.2433333333,7.0683333333,24.769444444433333,2.9825925925777774,22.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,196.33333333333334,21.777777777777782,166.0
NaMgAs,1000,Na1 Mg1 As1,11.0,33.0,22.0,18.666666666666668,9.555555555555555,11.0,2.0,84.0,82.0,51.333333333333336,32.888888888888886,2.0,22.98976928,74.9216,51.931830719999994,40.738789759999996,22.788540159999997,22.98976928,370.87,1090.0,719.13,794.6233333333333,282.5022222222222,370.87,1.0,15.0,14.0,6.0,6.0,1.0,3.0,4.0,1.0,3.3333333333333335,0.4444444444444445,3.0,119.0,166.0,47.0,142.0,16.0,119.0,0.93,2.18,1.25,1.4733333333333334,0.4711111111111112,0.93,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,6.0,6.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3333333333333333,1.111111111111111,0.0,22.175,29.2433333333,7.0683333333,24.769444444433333,2.9825925925777774,22.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,196.33333333333334,21.777777777777782,166.0
NaMgSb,300,Na1 Mg1 Sb1,11.0,51.0,40.0,24.666666666666668,17.555555555555557,11.0,2.0,85.0,83.0,51.666666666666664,33.111111111111114,2.0,22.98976928,121.76,98.77023072,56.35158976,43.605606826666666,22.98976928,370.87,923.0,552.13,732.5499999999998,241.12000000000003,370.87,1.0,15.0,14.0,6.0,6.0,1.0,3.0,5.0,2.0,3.6666666666666665,0.8888888888888888,3.0,139.0,166.0,27.0,148.66666666666666,11.555555555555552,139.0,0.93,2.05,1.1199999999999997,1.43,0.4133333333333333,0.93,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,6.0,6.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3333333333333333,1.111111111111111,0.0,22.89,31.56,8.669999999999998,27.897777777766667,3.3385185185111106,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,196.33333333333334,21.777777777777782,166.0
NaMgSb,400,Na1 Mg1 Sb1,11.0,51.0,40.0,24.666666666666668,17.555555555555557,11.0,2.0,85.0,83.0,51.666666666666664,33.111111111111114,2.0,22.98976928,121.76,98.77023072,56.35158976,43.605606826666666,22.98976928,370.87,923.0,552.13,732.5499999999998,241.12000000000003,370.87,1.0,15.0,14.0,6.0,6.0,1.0,3.0,5.0,2.0,3.6666666666666665,0.8888888888888888,3.0,139.0,166.0,27.0,148.66666666666666,11.555555555555552,139.0,0.93,2.05,1.1199999999999997,1.43,0.4133333333333333,0.93,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,6.0,6.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3333333333333333,1.111111111111111,0.0,22.89,31.56,8.669999999999998,27.897777777766667,3.3385185185111106,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,196.33333333333334,21.777777777777782,166.0
NaMgSb,500,Na1 Mg1 Sb1,11.0,51.0,40.0,24.666666666666668,17.555555555555557,11.0,2.0,85.0,83.0,51.666666666666664,33.111111111111114,2.0,22.98976928,121.76,98.77023072,56.35158976,43.605606826666666,22.98976928,370.87,923.0,552.13,732.5499999999998,241.12000000000003,370.87,1.0,15.0,14.0,6.0,6.0,1.0,3.0,5.0,2.0,3.6666666666666665,0.8888888888888888,3.0,139.0,166.0,27.0,148.66666666666666,11.555555555555552,139.0,0.93,2.05,1.1199999999999997,1.43,0.4133333333333333,0.93,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,6.0,6.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3333333333333333,1.111111111111111,0.0,22.89,31.56,8.669999999999998,27.897777777766667,3.3385185185111106,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,196.33333333333334,21.777777777777782,166.0
NaMgSb,600,Na1 Mg1 Sb1,11.0,51.0,40.0,24.666666666666668,17.555555555555557,11.0,2.0,85.0,83.0,51.666666666666664,33.111111111111114,2.0,22.98976928,121.76,98.77023072,56.35158976,43.605606826666666,22.98976928,370.87,923.0,552.13,732.5499999999998,241.12000000000003,370.87,1.0,15.0,14.0,6.0,6.0,1.0,3.0,5.0,2.0,3.6666666666666665,0.8888888888888888,3.0,139.0,166.0,27.0,148.66666666666666,11.555555555555552,139.0,0.93,2.05,1.1199999999999997,1.43,0.4133333333333333,0.93,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,6.0,6.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3333333333333333,1.111111111111111,0.0,22.89,31.56,8.669999999999998,27.897777777766667,3.3385185185111106,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,196.33333333333334,21.777777777777782,166.0
NaMgSb,700,Na1 Mg1 Sb1,11.0,51.0,40.0,24.666666666666668,17.555555555555557,11.0,2.0,85.0,83.0,51.666666666666664,33.111111111111114,2.0,22.98976928,121.76,98.77023072,56.35158976,43.605606826666666,22.98976928,370.87,923.0,552.13,732.5499999999998,241.12000000000003,370.87,1.0,15.0,14.0,6.0,6.0,1.0,3.0,5.0,2.0,3.6666666666666665,0.8888888888888888,3.0,139.0,166.0,27.0,148.66666666666666,11.555555555555552,139.0,0.93,2.05,1.1199999999999997,1.43,0.4133333333333333,0.93,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,6.0,6.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3333333333333333,1.111111111111111,0.0,22.89,31.56,8.669999999999998,27.897777777766667,3.3385185185111106,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,196.33333333333334,21.777777777777782,166.0
NaMgSb,800,Na1 Mg1 Sb1,11.0,51.0,40.0,24.666666666666668,17.555555555555557,11.0,2.0,85.0,83.0,51.666666666666664,33.111111111111114,2.0,22.98976928,121.76,98.77023072,56.35158976,43.605606826666666,22.98976928,370.87,923.0,552.13,732.5499999999998,241.12000000000003,370.87,1.0,15.0,14.0,6.0,6.0,1.0,3.0,5.0,2.0,3.6666666666666665,0.8888888888888888,3.0,139.0,166.0,27.0,148.66666666666666,11.555555555555552,139.0,0.93,2.05,1.1199999999999997,1.43,0.4133333333333333,0.93,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,6.0,6.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3333333333333333,1.111111111111111,0.0,22.89,31.56,8.669999999999998,27.897777777766667,3.3385185185111106,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,196.33333333333334,21.777777777777782,166.0
