formula,T(K),composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,pred_k(W/mK)
PbSb2Te4,750,Pb1 Sb2 Te4,51.0,82.0,31.0,56.0,7.428571428571429,52.0,81.0,90.0,9.0,87.28571428571429,3.1020408163265296,90.0,121.76,207.2,85.43999999999998,137.30285714285714,19.97061224489796,127.6,600.61,903.78,303.17,756.972857142857,83.88979591836731,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.142857142857143,0.2448979591836737,5.0,138.0,146.0,8.0,139.42857142857142,1.8775510204081545,138.0,2.05,2.33,0.2800000000000002,2.1185714285714288,0.0604081632653062,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,15.0,28.0,13.0,17.428571428571427,3.020408163265305,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,32.8976190476,2.1322448979428565,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,166.42857142857142,16.734693877551013,152.0,1.0873264
PbSb2Te4,800,Pb1 Sb2 Te4,51.0,82.0,31.0,56.0,7.428571428571429,52.0,81.0,90.0,9.0,87.28571428571429,3.1020408163265296,90.0,121.76,207.2,85.43999999999998,137.30285714285714,19.97061224489796,127.6,600.61,903.78,303.17,756.972857142857,83.88979591836731,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.142857142857143,0.2448979591836737,5.0,138.0,146.0,8.0,139.42857142857142,1.8775510204081545,138.0,2.05,2.33,0.2800000000000002,2.1185714285714288,0.0604081632653062,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,15.0,28.0,13.0,17.428571428571427,3.020408163265305,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,32.8976190476,2.1322448979428565,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,166.42857142857142,16.734693877551013,152.0,1.0825421
PbSb2Te4,850,Pb1 Sb2 Te4,51.0,82.0,31.0,56.0,7.428571428571429,52.0,81.0,90.0,9.0,87.28571428571429,3.1020408163265296,90.0,121.76,207.2,85.43999999999998,137.30285714285714,19.97061224489796,127.6,600.61,903.78,303.17,756.972857142857,83.88979591836731,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.142857142857143,0.2448979591836737,5.0,138.0,146.0,8.0,139.42857142857142,1.8775510204081545,138.0,2.05,2.33,0.2800000000000002,2.1185714285714288,0.0604081632653062,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,15.0,28.0,13.0,17.428571428571427,3.020408163265305,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,32.8976190476,2.1322448979428565,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,166.42857142857142,16.734693877551013,152.0,1.0825421
PbSb2Te4,900,Pb1 Sb2 Te4,51.0,82.0,31.0,56.0,7.428571428571429,52.0,81.0,90.0,9.0,87.28571428571429,3.1020408163265296,90.0,121.76,207.2,85.43999999999998,137.30285714285714,19.97061224489796,127.6,600.61,903.78,303.17,756.972857142857,83.88979591836731,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.142857142857143,0.2448979591836737,5.0,138.0,146.0,8.0,139.42857142857142,1.8775510204081545,138.0,2.05,2.33,0.2800000000000002,2.1185714285714288,0.0604081632653062,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,15.0,28.0,13.0,17.428571428571427,3.020408163265305,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,32.8976190476,2.1322448979428565,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,166.42857142857142,16.734693877551013,152.0,1.0825421
Cu2ZnSnS4,600,Cu2 Zn1 Sn1 S4,16.0,50.0,34.0,25.25,9.25,16.0,64.0,88.0,24.0,78.625,9.71875,88.0,32.065,118.71,86.645,54.93025,22.86525,32.065,388.36,1357.77,969.41,683.3425,339.548125,388.36,11.0,16.0,5.0,14.0,2.0,16.0,3.0,5.0,2.0,3.625,0.625,3.0,105.0,139.0,34.0,118.125,13.125,105.0,1.65,2.58,0.9300000000000002,2.21625,0.3637500000000001,2.58,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,9.0,3.0,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,1.5,1.125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.75,0.8125,2.0,11.07,33.285,22.215,21.5665625,7.149921875,25.786875,0.0,2.202,2.202,1.101,1.101,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,133.125,63.125,70.0,1.0881273
CuGa0.97Ti0.03Te2,450,Cu1 Ga0.97 Ti0.03 Te2,22.0,52.0,30.0,40.9325,11.0675,52.0,43.0,90.0,47.0,79.2675,10.732499999999998,90.0,47.867,127.6,79.733,96.95333,30.64667,127.6,302.91,1941.0,1638.09,788.785675,301.775377375,722.66,4.0,16.0,12.0,13.9325,2.0675,16.0,4.0,5.0,1.0,4.5,0.5,5.0,122.0,160.0,38.0,132.785,5.623225,138.0,1.54,2.1,0.56,1.975475,0.124525,2.1,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.2425,1.7574999999999998,4.0,2.0,10.0,8.0,9.94,0.1191000000000004,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,12.0,13.9325,2.0675,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.2125,1.3519375,2.0,0.0,8.0,8.0,0.06,0.1191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.5225,1.28375,2.0,11.07,34.7633333333,23.6933333333,24.84728541665,9.916047916649998,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,2.25333333333e-05,2.25333333333e-05,1.6899999999975e-07,3.3546499999950374e-07,0.0,64.0,225.0,161.0,149.225,41.334125,152.0,3.2201989
PbSb2Te4,950,Pb1 Sb2 Te4,51.0,82.0,31.0,56.0,7.428571428571429,52.0,81.0,90.0,9.0,87.28571428571429,3.1020408163265296,90.0,121.76,207.2,85.43999999999998,137.30285714285714,19.97061224489796,127.6,600.61,903.78,303.17,756.972857142857,83.88979591836731,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.142857142857143,0.2448979591836737,5.0,138.0,146.0,8.0,139.42857142857142,1.8775510204081545,138.0,2.05,2.33,0.2800000000000002,2.1185714285714288,0.0604081632653062,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,15.0,28.0,13.0,17.428571428571427,3.020408163265305,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,32.8976190476,2.1322448979428565,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,166.42857142857142,16.734693877551013,152.0,1.0825421
CuGa0.95Ti0.05Te2,700,Cu1 Ga0.95 Ti0.05 Te2,22.0,52.0,30.0,40.8875,11.1125,52.0,43.0,90.0,47.0,79.11250000000001,10.8875,90.0,47.867,127.6,79.733,96.84405,30.75595,127.6,302.91,1941.0,1638.09,796.9761249999999,308.997534375,722.66,4.0,16.0,12.0,13.8875,2.1125,16.0,4.0,5.0,1.0,4.5,0.5,5.0,122.0,160.0,38.0,132.975,5.7006250000000005,138.0,1.54,2.1,0.56,1.974125,0.125875,2.1,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.2375,1.7625,4.0,2.0,10.0,8.0,9.9,0.1974999999999996,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,12.0,13.8875,2.1125,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.1875,1.3359375,2.0,0.0,8.0,8.0,0.1,0.1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.5375,1.30625,2.0,11.07,34.7633333333,23.6933333333,24.83644791665,9.926885416649998,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,2.25333333333e-05,2.25333333333e-05,2.8166666666625e-07,5.562916666658437e-07,0.0,64.0,225.0,161.0,149.875,40.790625000000006,152.0,2.6601684
PbSb2Te4,1000,Pb1 Sb2 Te4,51.0,82.0,31.0,56.0,7.428571428571429,52.0,81.0,90.0,9.0,87.28571428571429,3.1020408163265296,90.0,121.76,207.2,85.43999999999998,137.30285714285714,19.97061224489796,127.6,600.61,903.78,303.17,756.972857142857,83.88979591836731,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.142857142857143,0.2448979591836737,5.0,138.0,146.0,8.0,139.42857142857142,1.8775510204081545,138.0,2.05,2.33,0.2800000000000002,2.1185714285714288,0.0604081632653062,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,15.0,28.0,13.0,17.428571428571427,3.020408163265305,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,32.8976190476,2.1322448979428565,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,166.42857142857142,16.734693877551013,152.0,1.0908346
PbSb2Te4,1050,Pb1 Sb2 Te4,51.0,82.0,31.0,56.0,7.428571428571429,52.0,81.0,90.0,9.0,87.28571428571429,3.1020408163265296,90.0,121.76,207.2,85.43999999999998,137.30285714285714,19.97061224489796,127.6,600.61,903.78,303.17,756.972857142857,83.88979591836731,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.142857142857143,0.2448979591836737,5.0,138.0,146.0,8.0,139.42857142857142,1.8775510204081545,138.0,2.05,2.33,0.2800000000000002,2.1185714285714288,0.0604081632653062,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,15.0,28.0,13.0,17.428571428571427,3.020408163265305,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,32.8976190476,2.1322448979428565,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,166.42857142857142,16.734693877551013,152.0,1.0908346
PbSb2Te4,1100,Pb1 Sb2 Te4,51.0,82.0,31.0,56.0,7.428571428571429,52.0,81.0,90.0,9.0,87.28571428571429,3.1020408163265296,90.0,121.76,207.2,85.43999999999998,137.30285714285714,19.97061224489796,127.6,600.61,903.78,303.17,756.972857142857,83.88979591836731,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.142857142857143,0.2448979591836737,5.0,138.0,146.0,8.0,139.42857142857142,1.8775510204081545,138.0,2.05,2.33,0.2800000000000002,2.1185714285714288,0.0604081632653062,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,15.0,28.0,13.0,17.428571428571427,3.020408163265305,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,32.8976190476,2.1322448979428565,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,166.42857142857142,16.734693877551013,152.0,1.0908346
PbSb2Te4,1150,Pb1 Sb2 Te4,51.0,82.0,31.0,56.0,7.428571428571429,52.0,81.0,90.0,9.0,87.28571428571429,3.1020408163265296,90.0,121.76,207.2,85.43999999999998,137.30285714285714,19.97061224489796,127.6,600.61,903.78,303.17,756.972857142857,83.88979591836731,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.142857142857143,0.2448979591836737,5.0,138.0,146.0,8.0,139.42857142857142,1.8775510204081545,138.0,2.05,2.33,0.2800000000000002,2.1185714285714288,0.0604081632653062,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,15.0,28.0,13.0,17.428571428571427,3.020408163265305,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,32.8976190476,2.1322448979428565,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,166.42857142857142,16.734693877551013,152.0,1.0908346
PbSb2Te4,1200,Pb1 Sb2 Te4,51.0,82.0,31.0,56.0,7.428571428571429,52.0,81.0,90.0,9.0,87.28571428571429,3.1020408163265296,90.0,121.76,207.2,85.43999999999998,137.30285714285714,19.97061224489796,127.6,600.61,903.78,303.17,756.972857142857,83.88979591836731,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.142857142857143,0.2448979591836737,5.0,138.0,146.0,8.0,139.42857142857142,1.8775510204081545,138.0,2.05,2.33,0.2800000000000002,2.1185714285714288,0.0604081632653062,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,15.0,28.0,13.0,17.428571428571427,3.020408163265305,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,32.8976190476,2.1322448979428565,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,166.42857142857142,16.734693877551013,152.0,1.0908346
PbBi2Te4,350,Pb1 Bi2 Te4,52.0,83.0,31.0,65.14285714285714,15.020408163265303,52.0,81.0,90.0,9.0,87.57142857142857,2.775510204081633,90.0,127.6,208.9804,81.38040000000001,162.2229714285714,39.56911020408164,127.6,544.4,722.66,178.26,654.2928571428571,78.1338775510204,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.428571428571429,0.489795918367347,5.0,138.0,148.0,10.0,142.0,4.571428571428571,138.0,2.02,2.33,0.31,2.11,0.0628571428571427,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,6.0,6.857142857142857,0.0,16.0,29.0,13.0,21.428571428571427,6.204081632653062,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,33.294761904742856,1.6783673469224465,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,122.42857142857144,63.10204081632653,152.0,2.5022252
PbBi2Te4,950,Pb1 Bi2 Te4,52.0,83.0,31.0,65.14285714285714,15.020408163265303,52.0,81.0,90.0,9.0,87.57142857142857,2.775510204081633,90.0,127.6,208.9804,81.38040000000001,162.2229714285714,39.56911020408164,127.6,544.4,722.66,178.26,654.2928571428571,78.1338775510204,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.428571428571429,0.489795918367347,5.0,138.0,148.0,10.0,142.0,4.571428571428571,138.0,2.02,2.33,0.31,2.11,0.0628571428571427,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,6.0,6.857142857142857,0.0,16.0,29.0,13.0,21.428571428571427,6.204081632653062,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,33.294761904742856,1.6783673469224465,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,122.42857142857144,63.10204081632653,152.0,1.1008652
PbBi2Te4,1000,Pb1 Bi2 Te4,52.0,83.0,31.0,65.14285714285714,15.020408163265303,52.0,81.0,90.0,9.0,87.57142857142857,2.775510204081633,90.0,127.6,208.9804,81.38040000000001,162.2229714285714,39.56911020408164,127.6,544.4,722.66,178.26,654.2928571428571,78.1338775510204,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.428571428571429,0.489795918367347,5.0,138.0,148.0,10.0,142.0,4.571428571428571,138.0,2.02,2.33,0.31,2.11,0.0628571428571427,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,6.0,6.857142857142857,0.0,16.0,29.0,13.0,21.428571428571427,6.204081632653062,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,33.294761904742856,1.6783673469224465,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,122.42857142857144,63.10204081632653,152.0,1.1091578
PbBi2Te4,1050,Pb1 Bi2 Te4,52.0,83.0,31.0,65.14285714285714,15.020408163265303,52.0,81.0,90.0,9.0,87.57142857142857,2.775510204081633,90.0,127.6,208.9804,81.38040000000001,162.2229714285714,39.56911020408164,127.6,544.4,722.66,178.26,654.2928571428571,78.1338775510204,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.428571428571429,0.489795918367347,5.0,138.0,148.0,10.0,142.0,4.571428571428571,138.0,2.02,2.33,0.31,2.11,0.0628571428571427,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,6.0,6.857142857142857,0.0,16.0,29.0,13.0,21.428571428571427,6.204081632653062,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,33.294761904742856,1.6783673469224465,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,122.42857142857144,63.10204081632653,152.0,1.1091578
